Ticker,Date,Alpha,Unemployment,ConsumerSentiment,Market,Size,ValueGrowth,AlphaStd,UnemploymentStd,ConsumerSentimentStd,MarketStd,SizeStd,ValueGrowthStd,TotalRisk,DiversifiableRisk,NonDiversifiableRisk
RL,2014-09-30,-0.103,1.231,0.057,1.228,0.198,-0.283,0.053,0.636,0.141,0.22,0.39,0.421,25.629,17.818,18.422
SNI,2014-09-30,-0.021,0.268,0.207,0.976,0.274,-0.375,0.054,0.645,0.143,0.223,0.395,0.427,23.795,14.683,18.724
STZ,2014-09-30,0.06,-0.48,-0.154,0.937,0.107,0.007,0.084,1.004,0.223,0.347,0.615,0.664,32.325,13.806,29.229
SWY,2014-09-30,0.054,-0.636,-0.02,0.846,0.816,-0.729,0.071,0.849,0.188,0.294,0.52,0.561,29.104,15.427,24.679
SYK,2014-09-30,-0.015,0.168,0.219,0.916,-0.037,0.052,0.043,0.51,0.113,0.177,0.313,0.338,19.788,13.142,14.794
SYY,2014-09-30,-0.015,0.187,0.072,0.705,0.02,-0.191,0.034,0.411,0.091,0.142,0.252,0.272,15.31,9.608,11.92
TJX,2014-09-30,-0.03,0.518,0.019,0.644,-0.136,-0.317,0.042,0.499,0.111,0.173,0.306,0.33,16.706,8.251,14.527
TRIP,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TROW,2014-09-30,-0.066,0.738,0.026,1.229,0.189,0.298,0.033,0.395,0.088,0.137,0.242,0.261,21.453,18.25,11.277
UNH,2014-09-30,-0.019,0.407,0.078,0.608,-0.102,-0.353,0.047,0.56,0.124,0.194,0.343,0.37,18.118,7.912,16.299
UNM,2014-09-30,-17.315,270.558,65.344,-94.578,-97.936,-452.016,28.427,338.739,75.213,117.179,207.519,224.068,10648.489,3998.712,9869.176
VNO,2014-09-30,-0.05,0.592,-0.169,0.969,-0.172,0.511,0.042,0.5,0.111,0.173,0.306,0.331,20.244,14.158,14.47
MMC,2014-09-30,0.007,-0.024,0.093,0.741,-0.112,0.196,0.032,0.376,0.083,0.13,0.23,0.248,15.013,10.35,10.875
VTR,2014-09-30,-0.071,0.927,-0.161,0.622,-0.77,-0.039,0.043,0.516,0.115,0.179,0.316,0.341,17.367,8.721,15.018
WYN,2014-09-30,-0.074,1.051,-0.201,1.379,0.166,0.125,0.044,0.523,0.116,0.181,0.32,0.346,25.262,20.302,15.033
XYL,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ZION,2014-09-30,-0.052,0.625,0.222,0.974,1.449,1.995,0.087,1.033,0.229,0.357,0.633,0.684,40.64,27.482,29.94
ZMH,2014-09-30,0.007,-0.098,0.186,0.941,-0.228,0.196,0.044,0.527,0.117,0.182,0.323,0.348,20.096,13.065,15.27
MON,2014-09-30,-0.019,0.121,-0.204,1.511,-0.421,-0.197,0.069,0.821,0.182,0.284,0.503,0.543,30.802,19.528,23.822
LRCX,2014-09-30,0.035,-0.418,-0.014,1.08,0.497,0.453,0.062,0.735,0.163,0.254,0.45,0.486,27.944,18.085,21.303
LUK,2014-09-30,-0.068,0.621,-0.244,1.479,0.675,0.264,0.054,0.644,0.143,0.223,0.395,0.426,30.358,24.04,18.54
LUV,2014-09-30,0.176,-1.956,-0.047,0.665,1.281,0.281,0.063,0.746,0.166,0.258,0.457,0.493,28.402,18.403,21.633
LYB,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MA,2014-09-30,-0.044,0.641,-0.127,1.131,-0.843,-0.78,0.05,0.596,0.132,0.206,0.365,0.394,22.114,13.771,17.303
MPC,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NDAQ,2014-09-30,0.001,-0.015,0.101,1.086,-0.082,0.603,0.05,0.591,0.131,0.205,0.362,0.391,23.549,16.167,17.122
MS,2014-09-30,0.054,-0.878,-0.002,1.857,0.046,0.661,0.065,0.778,0.173,0.269,0.477,0.515,35.554,27.59,22.425
A,2014-09-30,-0.037,0.378,0.143,1.421,0.855,-0.314,0.053,0.635,0.141,0.22,0.389,0.42,29.608,23.282,18.292
NEM,2014-09-30,-0.13,1.498,-0.077,0.175,-0.283,0.087,0.086,1.027,0.228,0.355,0.629,0.679,30.617,6.415,29.937
ABBV,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ABC,2014-09-30,0.001,0.171,-0.056,0.618,0.078,-0.092,0.044,0.529,0.118,0.183,0.324,0.35,17.702,8.723,15.404
ABT,2014-09-30,-0.013,0.112,-0.115,0.517,-0.685,-0.326,0.072,0.863,0.192,0.299,0.529,0.571,26.103,6.939,25.163
MAT,2014-09-30,-0.137,1.707,0.11,0.746,-0.243,0.127,0.048,0.569,0.126,0.197,0.348,0.376,20.1,11.436,16.53
MJN,2014-09-30,-0.022,0.317,-0.045,0.82,-0.247,-0.663,0.049,0.589,0.131,0.204,0.361,0.39,20.026,10.366,17.134
MNST,2014-09-30,0.049,-0.288,0.005,0.363,0.161,-1.262,0.085,1.009,0.224,0.349,0.618,0.667,30.643,8.578,29.418
MOS,2014-09-30,-0.15,1.623,-0.418,1.733,-1.159,-0.168,0.081,0.969,0.215,0.335,0.594,0.641,36.168,22.738,28.127
MRK,2014-09-30,0.015,-0.101,0.158,0.574,-0.517,-0.52,0.043,0.507,0.113,0.175,0.311,0.335,16.478,7.325,14.761
MRO,2014-09-30,-0.031,0.086,0.62,1.643,-0.27,0.251,0.115,1.376,0.305,0.476,0.843,0.91,47.099,24.848,40.012
MSFT,2014-09-30,0.021,-0.248,-0.192,1.032,-0.542,-0.05,0.046,0.551,0.122,0.191,0.337,0.364,20.832,13.368,15.977
MSI,2014-09-30,0.032,-0.442,-0.137,0.686,0.579,-0.257,0.075,0.891,0.198,0.308,0.546,0.589,28.681,12.237,25.939
MUR,2014-09-30,-0.068,0.672,0.046,1.289,0.252,0.49,0.06,0.72,0.16,0.249,0.441,0.476,28.726,19.757,20.853
NEE,2014-09-30,0.028,-0.228,-0.119,0.314,-0.016,0.609,0.042,0.498,0.11,0.172,0.305,0.329,16.007,6.803,14.49
NE,2014-09-30,-0.158,1.634,0.001,1.51,-0.736,-0.001,0.073,0.872,0.194,0.302,0.534,0.577,31.696,19.07,25.317
NFX,2014-09-30,0.023,-0.382,-0.381,0.846,1.55,0.363,0.084,1.001,0.222,0.346,0.613,0.662,36.132,21.46,29.068
NSC,2014-09-30,-0.023,0.343,-0.258,1.134,-0.084,-0.189,0.046,0.545,0.121,0.189,0.334,0.361,22.296,15.76,15.771
NTAP,2014-09-30,-0.072,0.731,0.053,1.639,0.147,-1.63,0.066,0.788,0.175,0.273,0.483,0.521,32.369,22.977,22.799
NTRS,2014-09-30,0.049,-0.664,0.185,0.796,0.519,0.742,0.033,0.395,0.088,0.137,0.242,0.261,19.713,16.124,11.34
NU,2014-09-30,-0.049,0.699,-0.107,0.473,-0.251,0.458,0.032,0.378,0.084,0.131,0.231,0.25,13.302,7.521,10.972
NUE,2014-09-30,0.005,-0.171,0.082,1.175,0.238,0.833,0.041,0.486,0.108,0.168,0.298,0.322,23.808,19.283,13.963
NWL,2014-09-30,0.038,-0.457,0.134,1.104,0.625,0.207,0.046,0.553,0.123,0.191,0.339,0.366,24.643,18.796,15.937
NWSA,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OI,2014-09-30,-0.024,-0.039,0.326,1.794,0.707,0.364,0.059,0.698,0.155,0.242,0.428,0.462,35.384,29.175,20.02
ORLY,2014-09-30,-0.022,0.498,0.051,0.421,0.3,-0.444,0.056,0.662,0.147,0.229,0.405,0.438,20.683,7.478,19.284
OXY,2014-09-30,-0.054,0.509,-0.046,1.392,0.252,-0.156,0.051,0.608,0.135,0.21,0.372,0.402,26.558,19.935,17.547
PBI,2014-09-30,0.049,-0.665,-0.145,1.122,0.446,0.576,0.071,0.848,0.188,0.293,0.52,0.561,31.09,18.976,24.628
PCLN,2014-09-30,-0.147,1.928,-0.361,2.05,-1.012,-1.051,0.082,0.982,0.218,0.34,0.602,0.65,38.794,26.371,28.453
PCP,2014-09-30,-0.057,0.747,-0.179,0.814,0.267,0.404,0.042,0.501,0.111,0.173,0.307,0.332,19.914,13.628,14.522
PDCO,2014-09-30,-0.018,0.201,0.205,0.659,0.425,0.031,0.032,0.377,0.084,0.13,0.231,0.25,16.08,11.822,10.899
PEG,2014-09-30,0.017,-0.146,-0.2,0.275,0.041,0.416,0.043,0.517,0.115,0.179,0.317,0.342,16.323,6.28,15.067
PETM,2014-09-30,-0.108,1.472,0.101,0.651,-0.322,-0.158,0.052,0.623,0.138,0.216,0.382,0.412,20.446,9.43,18.142
PFE,2014-09-30,-0.031,0.425,-0.047,0.765,-0.471,-0.08,0.036,0.432,0.096,0.15,0.265,0.286,15.582,9.232,12.552
PGR,2014-09-30,-0.025,0.48,0.073,1.034,-1.682,-0.305,0.2,2.382,0.529,0.824,1.459,1.576,70.745,13.342,69.475
PH,2014-09-30,-0.079,0.915,-0.006,1.459,0.223,-0.116,0.049,0.581,0.129,0.201,0.356,0.384,26.761,20.884,16.734
PHM,2014-09-30,0.008,-0.19,0.229,1.595,0.608,1.277,0.09,1.078,0.239,0.373,0.66,0.713,42.082,28.199,31.236
PKI,2014-09-30,0.004,0.004,0.297,0.732,0.642,0.098,0.05,0.592,0.131,0.205,0.362,0.391,22.565,14.656,17.157
PLD,2014-09-30,-0.091,1.038,0.059,1.388,0.121,0.194,0.042,0.505,0.112,0.175,0.31,0.334,24.763,20.062,14.517
PLL,2014-09-30,-0.059,0.734,0.0,1.276,0.52,-0.105,0.051,0.606,0.135,0.21,0.372,0.401,26.393,19.751,17.508
PNC,2014-09-30,-0.027,0.325,0.011,0.92,0.039,0.637,0.042,0.504,0.112,0.174,0.309,0.333,20.405,14.264,14.59
PNR,2014-09-30,-0.033,0.404,0.144,1.164,0.262,-0.426,0.054,0.642,0.143,0.222,0.393,0.425,25.093,16.836,18.607
PNW,2014-09-30,-0.058,0.781,-0.05,0.526,-0.403,0.05,0.034,0.409,0.091,0.141,0.251,0.271,13.733,6.854,11.9
PPG,2014-09-30,-0.015,0.305,-0.204,1.03,0.353,0.287,0.037,0.441,0.098,0.152,0.27,0.291,20.786,16.474,12.676
PRGO,2014-09-30,-0.098,1.462,-0.159,0.394,-0.467,0.102,0.059,0.704,0.156,0.244,0.431,0.466,21.975,7.876,20.515
PRU,2014-09-30,-0.031,0.296,0.24,1.485,-0.019,0.733,0.043,0.511,0.114,0.177,0.313,0.338,26.754,22.397,14.634
PSX,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PVH,2014-09-30,-0.109,1.349,-0.083,1.462,0.386,0.405,0.077,0.917,0.204,0.317,0.562,0.606,35.022,22.805,26.579
PX,2014-09-30,-0.034,0.406,-0.06,0.784,-0.134,0.189,0.026,0.315,0.07,0.109,0.193,0.209,14.037,10.693,9.094
QEP,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
R,2014-09-30,-0.001,0.028,0.079,1.321,0.532,0.673,0.069,0.82,0.182,0.284,0.502,0.542,32.346,21.962,23.747
REGN,2014-09-30,0.031,0.153,0.281,0.855,1.216,-1.586,0.129,1.534,0.341,0.53,0.939,1.014,48.78,19.598,44.669
RF,2014-09-30,-0.044,0.417,0.068,1.76,0.149,1.526,0.075,0.889,0.197,0.307,0.544,0.588,38.464,28.657,25.657
RHI,2014-09-30,0.027,-0.326,0.129,1.041,0.855,0.361,0.053,0.635,0.141,0.22,0.389,0.42,26.73,19.425,18.363
RHT,2014-09-30,-0.031,0.384,0.008,0.925,0.901,-1.274,0.069,0.825,0.183,0.285,0.505,0.546,29.594,17.373,23.958
ROK,2014-09-30,-0.066,0.854,0.028,1.09,0.954,0.394,0.053,0.629,0.14,0.217,0.385,0.416,27.428,20.567,18.147
ROST,2014-09-30,-0.046,0.69,0.183,0.688,-0.005,-0.44,0.051,0.609,0.135,0.211,0.373,0.403,20.306,9.924,17.716
RTN,2014-09-30,0.054,-0.571,0.043,0.691,-0.069,0.316,0.043,0.507,0.113,0.175,0.311,0.336,18.092,10.492,14.739
SBUX,2014-09-30,-0.042,0.699,-0.146,0.667,0.839,-0.005,0.049,0.585,0.13,0.203,0.359,0.387,21.996,13.976,16.985
SCG,2014-09-30,-0.042,0.566,-0.007,0.418,-0.284,0.431,0.033,0.398,0.088,0.138,0.244,0.263,13.21,6.339,11.59
SCHW,2014-09-30,0.064,-0.874,0.172,1.354,0.1,0.861,0.046,0.552,0.123,0.191,0.338,0.365,27.114,21.992,15.858
SE,2014-09-30,-0.033,0.463,0.06,0.804,-0.118,-0.143,0.039,0.465,0.103,0.161,0.285,0.308,17.115,10.508,13.51
SEE,2014-09-30,0.02,-0.295,0.221,1.323,-0.276,0.024,0.056,0.665,0.148,0.23,0.407,0.44,26.303,17.917,19.257
SIAL,2014-09-30,0.077,-0.888,-0.025,1.013,0.192,-0.355,0.047,0.565,0.125,0.195,0.346,0.374,22.15,14.924,16.368
SLB,2014-09-30,-0.024,0.212,-0.193,1.434,0.48,-0.42,0.058,0.696,0.155,0.241,0.426,0.46,29.433,21.484,20.118
SLM,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SNA,2014-09-30,-0.024,0.41,0.045,1.051,0.533,0.01,0.041,0.487,0.108,0.169,0.298,0.322,21.973,16.899,14.044
SO,2014-09-30,-0.047,0.659,-0.021,0.188,-0.261,0.276,0.029,0.351,0.078,0.121,0.215,0.232,10.904,3.789,10.225
SPG,2014-09-30,-0.086,1.136,-0.102,0.784,-0.287,0.344,0.04,0.472,0.105,0.163,0.289,0.312,17.731,11.268,13.691
SRE,2014-09-30,0.036,-0.315,-0.078,0.47,-0.308,0.067,0.034,0.41,0.091,0.142,0.251,0.271,13.515,6.329,11.942
STI,2014-09-30,-0.04,0.401,0.079,1.457,-0.137,1.162,0.065,0.772,0.172,0.267,0.473,0.511,31.689,22.467,22.348
STX,2014-09-30,0.014,-0.159,0.06,2.263,0.577,-0.724,0.108,1.29,0.286,0.446,0.79,0.853,49.695,32.73,37.395
TSN,2014-09-30,0.024,-0.043,0.101,0.141,0.703,1.385,0.066,0.791,0.176,0.274,0.485,0.523,26.015,12.095,23.033
SWK,2014-09-30,-0.072,0.834,0.015,1.439,0.184,-0.058,0.054,0.644,0.143,0.223,0.394,0.426,27.668,20.491,18.592
SWN,2014-09-30,-0.02,0.095,-0.059,0.779,0.338,-0.146,0.066,0.79,0.175,0.273,0.484,0.523,25.946,12.004,23.002
SYMC,2014-09-30,-0.005,-0.012,0.214,1.011,-0.457,-0.766,0.054,0.643,0.143,0.222,0.394,0.425,22.602,12.722,18.681
TAP,2014-09-30,0.089,-1.083,-0.16,0.767,0.198,-0.2,0.041,0.494,0.11,0.171,0.303,0.327,18.967,12.418,14.336
TE,2014-09-30,-0.057,0.714,-0.143,0.574,-0.215,0.436,0.033,0.388,0.086,0.134,0.238,0.257,14.34,8.879,11.26
TEG,2014-09-30,-0.033,0.509,-0.146,0.578,-0.021,0.467,0.05,0.598,0.133,0.207,0.366,0.395,19.78,9.407,17.4
WU,2014-09-30,-0.02,0.064,0.083,1.11,0.471,-0.526,0.06,0.713,0.158,0.247,0.437,0.472,26.713,16.893,20.693
TEL,2014-09-30,-0.06,0.736,0.003,1.371,0.49,0.081,0.047,0.562,0.125,0.195,0.345,0.372,26.618,21.135,16.18
TGT,2014-09-30,-0.043,0.522,0.032,0.53,-0.01,0.125,0.048,0.569,0.126,0.197,0.348,0.376,18.24,7.632,16.567
TMK,2014-09-30,-0.036,0.48,0.043,1.042,0.064,0.107,0.026,0.313,0.07,0.108,0.192,0.207,17.252,14.76,8.932
TSS,2014-09-30,-0.019,0.199,-0.055,1.167,-0.301,-0.326,0.04,0.474,0.105,0.164,0.29,0.313,20.087,14.702,13.688
TWX,2014-09-30,-0.016,0.266,0.074,1.147,-0.634,0.319,0.052,0.621,0.138,0.215,0.38,0.411,23.193,14.613,18.01
TXN,2014-09-30,-0.018,0.2,0.103,1.193,0.192,-0.297,0.039,0.47,0.104,0.163,0.288,0.311,21.651,16.891,13.545
TYC,2014-09-30,-0.04,0.273,-0.055,1.45,-0.152,-2.264,0.114,1.363,0.303,0.472,0.835,0.902,44.956,21.145,39.672
UPS,2014-09-30,-0.042,0.531,-0.096,0.836,0.015,0.545,0.029,0.341,0.076,0.118,0.209,0.225,16.199,12.898,9.799
URBN,2014-09-30,-0.067,0.738,0.323,0.913,0.019,0.099,0.08,0.955,0.212,0.33,0.585,0.632,31.214,14.208,27.793
USB,2014-09-30,-0.031,0.405,0.115,0.807,-0.309,0.221,0.04,0.48,0.107,0.166,0.294,0.318,17.577,10.693,13.95
UTX,2014-09-30,-0.048,0.545,0.034,1.091,0.124,-0.191,0.028,0.336,0.075,0.116,0.206,0.222,18.044,15.282,9.595
V,2014-09-30,-0.014,0.272,-0.021,0.914,-0.483,-0.52,0.045,0.531,0.118,0.184,0.325,0.351,18.899,10.904,15.436
VFC,2014-09-30,-0.008,0.243,-0.091,0.894,-0.092,0.064,0.049,0.582,0.129,0.201,0.356,0.385,20.81,12.137,16.904
VIAB,2014-09-30,-0.049,0.667,-0.049,0.992,0.266,-0.179,0.042,0.506,0.112,0.175,0.31,0.334,20.71,14.663,14.626
VLO,2014-09-30,-0.035,0.441,0.074,1.408,0.271,0.664,0.089,1.063,0.236,0.368,0.651,0.703,37.837,21.863,30.881
VMC,2014-09-30,0.035,-0.521,0.041,0.981,1.319,0.957,0.07,0.838,0.186,0.29,0.513,0.554,33.241,22.712,24.272
VRSN,2014-09-30,-0.033,0.496,-0.129,0.752,0.448,-0.303,0.056,0.671,0.149,0.232,0.411,0.444,23.114,12.408,19.501
VRTX,2014-09-30,0.16,-1.701,0.246,0.408,0.424,-0.14,0.129,1.539,0.342,0.532,0.943,1.018,46.321,11.476,44.877
VZ,2014-09-30,-0.042,0.591,-0.083,0.538,-0.769,0.153,0.041,0.484,0.108,0.168,0.297,0.32,15.895,7.34,14.099
WAG,2014-09-30,-0.007,0.007,-0.052,1.369,-0.608,-0.084,0.064,0.763,0.17,0.264,0.468,0.505,27.928,16.991,22.164
WAT,2014-09-30,-0.039,0.464,0.116,0.697,1.003,-0.732,0.04,0.472,0.105,0.163,0.289,0.312,20.33,15.084,13.63
WDC,2014-09-30,0.094,-1.058,-0.132,1.073,0.749,0.158,0.089,1.06,0.235,0.367,0.649,0.701,36.273,19.139,30.813
WEC,2014-09-30,-0.033,0.542,-0.085,0.176,0.051,0.311,0.037,0.443,0.098,0.153,0.271,0.293,13.606,4.329,12.899
WFC,2014-09-30,0.013,-0.139,-0.014,0.9,0.048,0.884,0.035,0.422,0.094,0.146,0.259,0.279,19.324,15.009,12.172
WHR,2014-09-30,-0.017,0.241,0.227,1.174,0.267,1.598,0.084,1.002,0.222,0.346,0.614,0.663,36.775,22.518,29.075
WIN,2014-09-30,-0.001,0.029,-0.168,0.798,-0.349,0.253,0.058,0.687,0.153,0.238,0.421,0.454,22.78,10.919,19.993
WLP,2014-09-30,0.019,-0.12,0.154,0.714,-0.457,0.236,0.064,0.765,0.17,0.265,0.469,0.506,24.277,9.613,22.293
WMB,2014-09-30,0.012,-0.033,0.007,1.132,-0.101,-0.013,0.065,0.78,0.173,0.27,0.478,0.516,27.301,15.195,22.681
WMT,2014-09-30,-0.036,0.472,-0.027,0.6,-0.626,-0.058,0.036,0.429,0.095,0.148,0.263,0.284,14.406,7.197,12.48
X,2014-09-30,0.047,-0.76,-0.035,1.685,0.328,1.509,0.106,1.258,0.279,0.435,0.771,0.832,46.494,28.769,36.524
XEL,2014-09-30,-0.033,0.493,-0.079,0.332,-0.293,0.229,0.033,0.396,0.088,0.137,0.243,0.262,12.55,4.913,11.548
XLNX,2014-09-30,-0.043,0.487,0.098,1.121,0.84,-0.373,0.047,0.558,0.124,0.193,0.342,0.369,25.034,19.189,16.077
XOM,2014-09-30,-0.067,0.755,0.116,1.002,-0.969,0.273,0.031,0.364,0.081,0.126,0.223,0.241,16.305,12.467,10.508
XRAY,2014-09-30,-0.023,0.164,0.025,1.144,0.246,-0.055,0.032,0.385,0.085,0.133,0.236,0.255,19.961,16.638,11.027
XRX,2014-09-30,0.01,-0.182,-0.135,1.331,0.767,0.008,0.058,0.688,0.153,0.238,0.421,0.455,29.539,21.857,19.871
YHOO,2014-09-30,0.114,-1.334,0.09,0.83,0.846,-0.097,0.059,0.706,0.157,0.244,0.433,0.467,26.387,16.622,20.493
YUM,2014-09-30,-0.062,0.823,0.091,0.692,0.361,-0.034,0.048,0.569,0.126,0.197,0.348,0.376,20.206,11.629,16.524
ZTS,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAC,2014-09-30,-0.09,1.158,-0.026,0.897,0.381,0.674,0.048,0.572,0.127,0.198,0.35,0.378,22.997,15.957,16.56
MAR,2014-09-30,0.037,-0.424,0.112,1.1,0.63,0.14,0.044,0.521,0.116,0.18,0.319,0.345,23.862,18.548,15.012
IPAR,2014-09-30,-0.068,0.876,0.022,1.074,0.681,0.703,0.08,0.952,0.211,0.329,0.583,0.629,33.886,19.593,27.647
IPGP,2014-09-30,-0.138,1.856,0.237,1.417,1.133,-0.308,0.141,1.677,0.372,0.58,1.027,1.109,55.34,26.079,48.809
INTL,2014-09-30,-0.057,0.632,-0.232,0.537,0.617,-0.682,0.058,0.692,0.154,0.239,0.424,0.458,23.27,11.673,20.13
NSIT,2014-09-30,-0.053,0.589,-0.15,1.501,0.549,0.866,0.085,1.015,0.225,0.351,0.622,0.671,38.526,24.864,29.429
INSM,2014-09-30,0.219,-2.333,0.736,-0.178,2.681,-0.137,0.194,2.314,0.514,0.8,1.417,1.53,72.22,25.887,67.421
NSP,2014-09-30,-0.026,0.257,0.033,0.678,1.333,-0.21,0.076,0.905,0.201,0.313,0.555,0.599,31.209,16.758,26.328
IIIN,2014-09-30,0.038,-0.43,0.322,0.875,1.458,0.69,0.093,1.105,0.245,0.382,0.677,0.731,39.307,22.678,32.105
PODD,2014-09-30,0.02,-0.073,0.035,0.54,1.318,-0.587,0.074,0.881,0.196,0.305,0.54,0.583,29.682,14.948,25.644
INSY,2014-09-30,-1.027,26.828,-32.642,-16.304,0.52,-11.848,5.948,70.876,15.737,24.518,43.42,46.883,2173.113,673.954,2065.964
KOS,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
IBKR,2014-09-30,0.083,-1.035,0.075,0.778,0.377,-0.238,0.057,0.674,0.15,0.233,0.413,0.446,23.538,13.04,19.596
ININ,2014-09-30,-0.045,0.611,-0.063,0.835,2.078,-0.414,0.091,1.082,0.24,0.374,0.663,0.716,39.314,23.621,31.426
IDCC,2014-09-30,-0.084,1.142,-0.893,0.889,0.241,1.155,0.124,1.477,0.328,0.511,0.905,0.977,48.728,22.951,42.984
INVN,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TILE,2014-09-30,-0.105,1.295,-0.137,0.972,1.464,0.984,0.066,0.784,0.174,0.271,0.48,0.518,32.885,23.833,22.658
IMI,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ITMN,2014-09-30,-0.111,1.668,0.009,4.776,0.624,3.81,0.395,4.704,1.044,1.627,2.882,3.111,157.176,77.281,136.864
KRA,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
INAP,2014-09-30,-0.185,2.206,0.374,1.481,0.095,0.532,0.08,0.959,0.213,0.332,0.587,0.634,36.673,23.923,27.795
ISCA,2014-09-30,-0.005,-0.02,-0.051,0.778,0.892,0.596,0.05,0.591,0.131,0.204,0.362,0.391,23.731,16.446,17.107
KTOS,2014-09-30,-0.054,0.546,-0.087,0.97,0.069,1.01,0.123,1.468,0.326,0.508,0.899,0.971,45.782,16.323,42.774
IRDM,2014-09-30,0.097,-1.218,0.313,0.202,1.021,0.715,0.099,1.175,0.261,0.407,0.72,0.777,37.007,14.034,34.243
JAKK,2014-09-30,-0.085,0.904,-0.23,0.667,-0.455,-0.039,0.126,1.5,0.333,0.519,0.919,0.992,44.774,9.597,43.733
ISIL,2014-09-30,0.099,-1.329,0.07,1.162,1.551,-0.516,0.08,0.948,0.21,0.328,0.581,0.627,36.616,24.205,27.474
IILG,2014-09-30,-0.052,0.666,0.111,0.54,1.026,0.688,0.074,0.881,0.196,0.305,0.54,0.583,29.816,15.227,25.635
IBCA,2014-09-30,0.069,-0.607,0.406,0.401,1.488,1.471,0.13,1.546,0.343,0.535,0.947,1.023,49.783,21.236,45.027
ISH,2014-09-30,-0.036,0.215,-0.041,1.256,0.44,-0.771,0.076,0.907,0.201,0.314,0.555,0.6,32.233,18.581,26.339
IL,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SNAK,2014-09-30,0.024,0.003,-0.102,0.441,0.805,0.773,0.09,1.069,0.237,0.37,0.655,0.707,33.536,12.45,31.14
KOP,2014-09-30,-0.11,1.149,-0.132,1.71,0.724,0.388,0.062,0.737,0.164,0.255,0.452,0.488,34.773,27.553,21.213
KFY,2014-09-30,-0.065,0.647,0.065,1.873,-0.114,0.139,0.085,1.018,0.226,0.352,0.624,0.674,39.025,25.516,29.528
ITG,2014-09-30,0.098,-1.351,0.505,0.529,0.786,1.179,0.089,1.056,0.234,0.365,0.647,0.698,36.334,19.429,30.702
ISBC,2014-09-30,-0.114,1.384,-0.172,0.417,1.011,0.446,0.086,1.023,0.227,0.354,0.627,0.677,32.932,14.017,29.8
ITIC,2014-09-30,0.017,-0.064,0.295,0.171,0.49,-0.395,0.057,0.681,0.151,0.236,0.417,0.45,21.322,7.807,19.841
IO,2014-09-30,-0.392,4.415,-0.217,2.921,1.195,0.484,0.134,1.602,0.356,0.554,0.981,1.06,67.335,48.88,46.311
IIVI,2014-09-30,-0.192,2.12,0.312,1.361,0.441,-0.611,0.069,0.824,0.183,0.285,0.505,0.545,32.631,22.242,23.877
HFC,2014-09-30,-0.11,1.498,-0.045,1.138,-0.463,-0.291,0.091,1.082,0.24,0.374,0.663,0.716,34.765,14.704,31.502
HNI,2014-09-30,-0.04,0.486,0.102,0.883,1.043,0.559,0.074,0.877,0.195,0.303,0.537,0.58,31.689,18.863,25.463
HOLX,2014-09-30,-0.029,0.268,0.075,1.187,-0.006,0.73,0.059,0.709,0.157,0.245,0.434,0.469,27.317,18.005,20.543
HBCP,2014-09-30,0.017,-0.119,-0.062,0.257,0.246,0.22,0.033,0.39,0.087,0.135,0.239,0.258,12.54,5.312,11.36
HOMB,2014-09-30,0.02,-0.082,-0.061,0.587,0.737,0.62,0.059,0.706,0.157,0.244,0.433,0.467,24.448,13.272,20.532
HOME,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
